date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2026-06-16,021031,未知品种,1,36,正常,-38.08,53.99,-0.21,1.3766
2026-06-16,016708,未知品种,1,15,🚩高风险(陷阱),-21.5,84.58,4.86,1.8628
2026-06-16,011068,未知品种,1,1,🚩高风险(陷阱),-21.34,75.29,2.39,5.489
2026-06-16,020635,未知品种,1,36,正常,-35.09,49.87,-0.47,1.3028
2026-06-16,011117,未知品种,1,8,🚩高风险(陷阱),-21.93,56.15,0.74,2.0682
2026-06-16,002207,未知品种,1,64,🚩高风险(陷阱),-35.59,78.09,5.19,2.554
2026-06-16,012729,未知品种,1,26,正常,-35.27,32.26,-1.01,1.1437
2026-06-16,009478,未知品种,1,15,正常,-23.63,50.38,1.74,2.081
2026-06-16,010655,未知品种,1,23,🚩高风险(陷阱),-28.38,75.49,0.46,0.8586
2026-06-16,014662,未知品种,1,21,正常,-24.68,49.98,1.82,2.0946
2026-06-16,019599,未知品种,1,36,正常,-35.13,50.78,-0.42,0.9274
2026-06-16,009034,未知品种,1,16,正常,-24.28,49.94,1.82,2.1714
2026-06-16,009505,未知品种,1,15,正常,-24.2,50.04,1.85,1.9752
2026-06-16,010827,未知品种,1,22,🚩高风险(陷阱),-28.93,62.35,2.07,2.1443
2026-06-16,004235,未知品种,3,1,✅高胜率区,-21.67,30.22,-1.71,4.0487
2026-06-16,016068,未知品种,1,14,🚩高风险(陷阱),-22.85,85.21,2.49,1.2301
2026-06-16,008987,未知品种,1,16,正常,-24.43,49.87,1.83,1.9782
2026-06-16,018558,未知品种,1,36,正常,-35.13,49.76,-0.51,0.9856
2026-06-16,018168,未知品种,1,1,🚩高风险(陷阱),-20.09,88.61,5.63,1.9193
2026-06-16,001301,未知品种,1,19,🚩高风险(陷阱),-26.54,61.0,1.34,2.831
2026-06-16,021674,未知品种,1,46,🚩高风险(陷阱),-35.23,78.47,5.26,1.3609
2026-06-16,020398,未知品种,1,26,正常,-38.9,54.8,-0.39,1.245
2026-06-15,006328,未知品种,3,77,✅高胜率区,-35.6,25.86,-0.32,0.8384
2026-06-15,011584,未知品种,1,22,🚩高风险(陷阱),-26.12,55.58,3.08,1.0048
