date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2026-06-03,008987,未知品种,1,7,正常,-21.57,39.19,-0.34,2.0531
2026-06-03,004433,未知品种,1,6,正常,-20.28,36.51,1.85,1.9337
2026-06-03,019599,未知品种,5,27,🔥极高胜率(背离),-32.24,26.51,-3.05,0.9687
2026-06-02,006328,未知品种,1,68,🚩高风险(陷阱),-29.66,66.7,5.36,0.9157
2026-06-03,016068,未知品种,3,5,✅高胜率区,-24.77,0.0,-2.48,1.1995
2026-06-03,011068,未知品种,1,6,正常,-21.24,30.7,1.38,5.496
2026-06-03,002207,未知品种,3,55,✅高胜率区,-34.27,22.16,0.23,2.606
2026-06-03,014662,未知品种,1,12,正常,-21.88,39.29,-0.34,2.1725
2026-06-03,020635,未知品种,5,27,🔥极高胜率(背离),-31.8,26.19,-3.37,1.3688
2026-06-02,011584,未知品种,1,13,正常,-23.17,50.75,0.7,1.0449
2026-06-03,001301,未知品种,1,10,正常,-23.04,41.04,1.19,2.966
2026-06-03,021031,未知品种,3,27,✅高胜率区,-35.44,27.12,-3.75,1.4353
2026-06-03,018168,未知品种,1,6,正常,-20.99,38.66,2.04,1.8975
2026-06-03,012729,未知品种,3,17,✅高胜率区,-31.69,23.35,-1.85,1.2069
2026-06-03,009478,未知品种,1,6,正常,-20.98,39.66,-0.33,2.1531
2026-06-03,016708,未知品种,1,6,正常,-21.34,35.02,1.62,1.8665
2026-06-03,009034,未知品种,1,7,正常,-21.48,39.15,-0.33,2.2517
2026-06-03,021674,未知品种,3,37,✅高胜率区,-34.33,23.72,0.23,1.3798
2026-06-03,010655,未知品种,1,14,正常,-28.04,31.92,-3.8,0.8627
2026-06-03,010827,未知品种,1,13,正常,-25.67,35.04,0.72,2.2427
2026-06-03,018558,未知品种,5,27,🔥极高胜率(背离),-31.98,25.91,-3.07,1.0335
2026-06-03,009505,未知品种,1,6,正常,-21.38,39.43,-0.33,2.0485
2026-06-03,020398,未知品种,5,17,🔥极高胜率(背离),-35.82,25.91,-5.9,1.3077
