date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2026-06-11,021031,未知品种,3,33,✅高胜率区,-38.71,20.07,-1.22,1.3625
2026-06-11,016708,未知品种,3,12,✅高胜率区,-27.56,25.23,-0.49,1.7189
2026-06-11,011068,未知品种,1,12,正常,-24.78,34.7,0.66,5.249
2026-06-11,020635,未知品种,3,33,✅高胜率区,-35.46,16.86,-1.44,1.2953
2026-06-11,011117,未知品种,3,5,✅高胜率区,-23.75,8.91,-2.05,2.0198
2026-06-11,002207,未知品种,3,61,✅高胜率区,-41.31,13.39,-2.69,2.327
2026-06-11,012729,未知品种,3,23,✅高胜率区,-35.92,20.92,-4.03,1.1321
2026-06-11,013010,未知品种,3,1,✅高胜率区,-20.7,6.79,-2.21,0.9418
2026-06-11,009478,未知品种,3,12,✅高胜率区,-27.29,6.17,-4.76,1.9813
2026-06-11,010655,未知品种,1,20,正常,-29.35,38.67,0.45,0.847
2026-06-11,014662,未知品种,5,18,🔥极高胜率(背离),-28.46,5.84,-5.04,1.9895
2026-06-11,019599,未知品种,3,33,✅高胜率区,-35.53,17.61,-1.36,0.9216
2026-06-11,009034,未知品种,5,13,🔥极高胜率(背离),-28.07,5.68,-5.02,2.0627
2026-06-11,009505,未知品种,5,12,🔥极高胜率(背离),-28.07,5.83,-5.1,1.8743
2026-06-11,010827,未知品种,3,19,✅高胜率区,-31.6,10.92,-2.06,2.0638
2026-06-11,004235,未知品种,3,3,✅高胜率区,-20.43,9.02,-0.78,4.1132
2026-06-11,016068,未知品种,1,11,正常,-25.38,46.56,1.66,1.1898
2026-06-11,008987,未知品种,5,13,🔥极高胜率(背离),-28.27,5.71,-5.11,1.8777
2026-06-11,018558,未知品种,3,33,✅高胜率区,-35.47,16.79,-1.46,0.9805
2026-06-11,018168,未知品种,3,12,✅高胜率区,-26.88,27.51,-0.15,1.7561
2026-06-11,001301,未知品种,3,16,✅高胜率区,-28.33,12.77,-1.52,2.762
2026-06-11,021674,未知品种,3,43,✅高胜率区,-41.28,9.93,-2.98,1.2338
2026-06-11,004433,未知品种,3,12,✅高胜率区,-25.9,27.33,-0.14,1.7973
2026-06-11,020398,未知品种,3,23,✅高胜率区,-39.17,17.46,-0.68,1.2395
2026-06-10,006328,未知品种,3,74,✅高胜率区,-34.89,3.42,-1.52,0.8477
2026-06-10,011584,未知品种,3,19,✅高胜率区,-29.42,0.0,-3.01,0.96
