date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2026-06-09,008987,未知品种,3,11,✅高胜率区,-23.98,18.15,-2.1,1.9901
2026-06-09,004433,未知品种,1,10,正常,-26.34,38.92,-3.35,1.7866
2026-06-09,019599,未知品种,3,31,✅高胜率区,-35.88,0.0,-3.84,0.9167
2026-06-08,006328,未知品种,3,72,✅高胜率区,-35.05,49.57,-3.37,0.8456
2026-06-09,016068,未知品种,1,9,正常,-25.67,34.85,0.63,1.1851
2026-06-09,011068,未知品种,1,10,正常,-25.28,42.8,-1.8,5.214
2026-06-09,002207,未知品种,5,59,🔥极高胜率(背离),-40.43,25.63,-5.25,2.362
2026-06-09,014662,未知品种,3,16,✅高胜率区,-24.25,18.66,-2.07,2.1068
2026-06-09,020635,未知品种,3,31,✅高胜率区,-35.89,0.0,-4.25,1.2866
2026-06-08,011584,未知品种,3,17,✅高胜率区,-28.48,21.67,-4.0,0.9727
2026-06-09,001301,未知品种,3,14,✅高胜率区,-28.33,12.35,-3.88,2.762
2026-06-09,021031,未知品种,3,31,✅高胜率区,-39.14,0.0,-3.82,1.3529
2026-06-09,018168,未知品种,1,10,正常,-27.35,39.09,-3.57,1.7448
2026-06-09,012729,未知品种,3,21,✅高胜率区,-32.58,24.57,-0.66,1.1912
2026-06-09,009478,未知品种,3,10,✅高胜率区,-23.25,19.86,-1.97,2.0914
2026-06-09,016708,未知品种,1,10,正常,-27.81,35.88,-3.76,1.7131
2026-06-09,009034,未知品种,3,11,✅高胜率区,-23.85,18.0,-2.07,2.1838
2026-06-09,021674,未知品种,3,41,✅高胜率区,-40.07,22.57,-4.86,1.2592
2026-06-09,004235,未知品种,3,1,✅高胜率区,-20.47,0.0,-2.22,4.111
2026-06-09,010655,未知品种,3,18,✅高胜率区,-30.66,7.37,-2.24,0.8313
2026-06-09,010827,未知品种,3,17,✅高胜率区,-31.26,7.32,-4.36,2.074
2026-06-09,018558,未知品种,3,31,✅高胜率区,-35.8,0.0,-4.02,0.9755
2026-06-09,009505,未知品种,3,10,✅高胜率区,-23.76,18.73,-2.08,1.9865
2026-06-09,011117,未知品种,3,3,✅高胜率区,-22.15,27.89,-2.14,2.0623
2026-06-09,020398,未知品种,3,21,✅高胜率区,-39.92,0.0,-4.09,1.2241
