date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2026-06-08,008987,未知品种,3,10,✅高胜率区,-24.41,9.03,-3.27,1.9788
2026-06-08,004433,未知品种,5,9,🔥极高胜率(背离),-28.34,26.65,-6.56,1.7383
2026-06-08,019599,未知品种,3,30,✅高胜率区,-35.21,0.0,-4.4,0.9262
2026-06-05,006328,未知品种,1,71,🚩高风险(陷阱),-33.55,57.94,-1.16,0.8651
2026-06-08,016068,未知品种,5,8,🔥极高胜率(背离),-28.19,3.25,-3.29,1.1449
2026-06-08,011068,未知品种,5,9,🔥极高胜率(背离),-27.67,27.58,-5.28,5.047
2026-06-08,002207,未知品种,5,58,🔥极高胜率(背离),-41.08,20.86,-7.49,2.336
2026-06-08,014662,未知品种,3,15,✅高胜率区,-24.68,9.42,-3.24,2.0947
2026-06-08,020635,未知品种,3,30,✅高胜率区,-35.07,0.0,-4.72,1.3031
2026-06-05,011584,未知品种,3,16,✅高胜率区,-26.8,31.86,-2.58,0.9956
2026-06-08,001301,未知品种,3,13,✅高胜率区,-27.69,29.32,-4.03,2.787
2026-06-08,021031,未知品种,3,30,✅高胜率区,-38.52,0.0,-4.58,1.3667
2026-06-08,018168,未知品种,5,9,🔥极高胜率(背离),-29.43,26.82,-6.95,1.6949
2026-06-08,012729,未知品种,3,20,✅高胜率区,-33.2,32.63,-2.33,1.1802
2026-06-08,009478,未知品种,3,9,✅高胜率区,-23.69,10.29,-3.1,2.0793
2026-06-08,016708,未知品种,5,9,🔥极高胜率(背离),-29.66,24.17,-6.99,1.669
2026-06-08,009034,未知品种,3,10,✅高胜率区,-24.27,8.9,-3.21,2.1717
2026-06-08,021674,未知品种,5,40,🔥极高胜率(背离),-40.7,20.1,-7.08,1.2459
2026-06-08,015039,未知品种,3,1,✅高胜率区,-20.25,17.7,-2.86,0.5012
2026-06-08,003305,未知品种,3,1,✅高胜率区,-21.87,40.86,-4.7,5.076
2026-06-08,010655,未知品种,3,17,✅高胜率区,-31.18,0.0,-4.31,0.8251
2026-06-08,010827,未知品种,3,16,✅高胜率区,-30.47,23.96,-4.46,2.0977
2026-06-08,018558,未知品种,3,30,✅高胜率区,-35.11,0.0,-4.57,0.986
2026-06-08,009505,未知品种,3,9,✅高胜率区,-24.2,9.45,-3.25,1.975
2026-06-08,011117,未知品种,3,2,✅高胜率区,-22.68,22.97,-3.38,2.0481
2026-06-08,020398,未知品种,5,20,🔥极高胜率(背离),-39.36,0.0,-5.32,1.2355
