date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2026-06-26,021031,未知品种,1,43,正常,-39.69,43.96,-1.26,1.3408
2026-06-26,016708,未知品种,5,4,🔥极高胜率(背离),-29.5,26.41,-7.05,1.673
2026-06-26,011068,未知品种,5,4,🔥极高胜率(背离),-29.99,23.49,-6.77,4.885
2026-06-26,015290,未知品种,3,4,✅高胜率区,-23.81,0.0,-3.25,1.4553
2026-06-26,020635,未知品种,1,43,🚩高风险(陷阱),-34.75,62.03,-0.09,1.3095
2026-06-26,011117,未知品种,3,15,✅高胜率区,-23.63,24.79,-1.74,2.0231
2026-06-26,002207,未知品种,7,71,🔥极高胜率(背离),-42.8,21.67,-7.14,2.268
2026-06-26,012729,未知品种,1,33,🚩高风险(陷阱),-35.17,59.04,-0.14,1.1455
2026-06-26,013010,未知品种,5,1,🔥极高胜率(背离),-20.92,16.13,-2.22,0.9391
2026-06-26,009478,未知品种,3,22,✅高胜率区,-28.25,12.83,-1.94,1.9551
2026-06-26,010655,未知品种,1,30,🚩高风险(陷阱),-26.31,73.85,0.66,0.8835
2026-06-26,014662,未知品种,3,28,✅高胜率区,-29.49,12.47,-2.08,1.9609
2026-06-26,019599,未知品种,1,43,🚩高风险(陷阱),-35.12,59.06,-0.2,0.9275
2026-06-26,004815,未知品种,3,4,✅高胜率区,-24.68,15.99,-4.16,1.7304
2026-06-26,009034,未知品种,3,23,✅高胜率区,-29.12,12.26,-2.09,2.0327
2026-06-26,009505,未知品种,3,22,✅高胜率区,-29.01,12.56,-2.06,1.8499
2026-06-26,010827,未知品种,5,29,🔥极高胜率(背离),-37.77,5.21,-5.11,1.8776
2026-06-26,004235,未知品种,5,8,🔥极高胜率(背离),-26.29,15.94,-1.54,3.8101
2026-06-26,016068,未知品种,7,21,🔥极高胜率(背离),-29.63,19.3,-5.92,1.122
2026-06-26,008987,未知品种,3,23,✅高胜率区,-29.3,12.79,-2.09,1.8507
2026-06-26,018558,未知品种,1,43,🚩高风险(陷阱),-35.11,59.09,-0.22,0.986
2026-06-26,001770,未知品种,5,1,🔥极高胜率(背离),-21.87,9.82,-4.34,2.129
2026-06-26,018168,未知品种,5,4,🔥极高胜率(背离),-27.26,28.96,-6.8,1.747
2026-06-26,001301,未知品种,3,26,✅高胜率区,-34.04,16.62,-4.78,2.542
2026-06-26,021674,未知品种,5,53,🔥极高胜率(背离),-44.94,6.94,-7.41,1.1569
2026-06-26,004433,未知品种,5,4,🔥极高胜率(背离),-27.65,26.39,-7.11,1.755
2026-06-26,020398,未知品种,1,33,正常,-40.29,47.16,-1.65,1.2166
2026-06-25,006328,未知品种,5,84,🔥极高胜率(背离),-42.39,9.61,-4.15,0.75
2026-06-25,011584,未知品种,3,29,✅高胜率区,-32.53,3.4,-3.24,0.9176
