date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2026-06-02,008987,未知品种,1,6,正常,-20.62,42.34,0.56,2.078
2026-06-02,004433,未知品种,1,5,正常,-20.9,48.38,0.56,1.9187
2026-06-02,019599,未知品种,1,26,正常,-30.27,31.59,-1.21,0.9969
2026-06-01,006328,未知品种,1,67,正常,-33.74,31.92,-0.08,0.8626
2026-06-02,016068,未知品种,3,4,✅高胜率区,-24.66,0.0,-3.71,1.2013
2026-06-02,011068,未知品种,1,5,正常,-21.78,46.24,0.02,5.458
2026-06-02,002207,未知品种,1,54,正常,-33.62,41.51,-0.03,2.632
2026-06-02,014662,未知品种,1,11,正常,-20.93,42.52,0.57,2.1989
2026-06-02,001770,未知品种,5,2,🔥极高胜率(背离),-20.15,0.0,-5.35,2.176
2026-06-02,020635,未知品种,1,26,正常,-29.83,30.87,-1.63,1.4084
2026-06-01,011584,未知品种,1,12,正常,-24.65,33.77,-1.21,1.0249
2026-06-02,001301,未知品种,1,9,正常,-23.82,39.9,-0.05,2.936
2026-06-02,021031,未知品种,5,26,🔥极高胜率(背离),-33.96,27.46,-2.67,1.4682
2026-06-02,018168,未知品种,1,5,正常,-21.66,49.02,0.76,1.8816
2026-06-02,012729,未知品种,5,16,🔥极高胜率(背离),-31.16,24.64,-1.83,1.2162
2026-06-02,009478,未知品种,1,5,正常,-20.03,42.95,0.59,2.179
2026-06-02,016708,未知品种,1,5,正常,-21.79,47.26,0.51,1.8558
2026-06-02,009034,未知品种,1,6,正常,-20.56,42.29,0.55,2.2783
2026-06-02,021674,未知品种,1,36,正常,-33.68,44.04,0.22,1.3934
2026-06-02,010655,未知品种,3,13,✅高胜率区,-26.68,32.39,-2.92,0.879
2026-06-02,010827,未知品种,1,12,正常,-26.13,36.7,-0.21,2.2288
2026-06-02,018558,未知品种,1,26,正常,-29.97,31.46,-1.2,1.0641
2026-06-02,009505,未知品种,1,5,正常,-20.42,42.64,0.59,2.0735
2026-06-02,020398,未知品种,5,16,🔥极高胜率(背离),-34.02,25.56,-4.79,1.3444
