date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2026-04-02,013466,未知品种,3,16,✅高胜率区,-28.63,29.56,-1.66,1.0466
2026-04-02,016708,未知品种,1,11,🚩高风险(陷阱),-21.99,58.33,0.38,1.8511
2026-04-02,001770,未知品种,1,11,正常,-23.49,50.0,0.14,2.085
2026-04-02,015039,未知品种,5,2,🔥极高胜率(背离),-24.69,7.8,-14.28,0.4733
2026-04-02,003305,未知品种,1,11,正常,-24.72,43.46,-1.19,4.891
2026-04-02,021674,未知品种,1,11,🚩高风险(陷阱),-23.8,58.03,0.91,1.601
2026-04-02,012651,未知品种,3,1,✅高胜率区,-22.2,29.86,-1.97,1.1611
2026-04-02,004433,未知品种,1,11,🚩高风险(陷阱),-21.76,58.67,0.48,1.8977
2026-04-02,012729,未知品种,1,1,正常,-21.5,51.04,1.04,1.3869
2026-04-02,010214,未知品种,3,6,✅高胜率区,-21.52,28.44,-0.78,0.8964
2026-04-02,014143,未知品种,3,6,✅高胜率区,-23.27,27.31,-2.35,7.8286
2026-04-02,018168,未知品种,1,11,🚩高风险(陷阱),-22.22,56.94,0.29,1.868
2026-04-02,002207,未知品种,1,15,🚩高风险(陷阱),-27.79,60.47,0.54,2.863
2026-04-02,008182,未知品种,1,17,正常,-27.68,50.51,0.42,0.8835
2026-04-02,012970,未知品种,3,1,✅高胜率区,-20.57,27.09,-2.09,1.0019
2026-04-02,014243,未知品种,1,1,正常,-20.63,46.21,0.03,1.9003
2026-04-02,012630,未知品种,3,1,✅高胜率区,-20.56,27.2,-2.09,0.9557
2026-04-02,015642,未知品种,3,1,✅高胜率区,-20.41,23.67,-0.73,1.7974
2026-04-01,006328,未知品种,1,28,正常,-29.84,43.93,-0.14,0.9134
2026-04-02,008888,未知品种,3,1,✅高胜率区,-20.61,27.14,-2.11,1.4043
