date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2026-04-24,019599,未知品种,3,2,✅高胜率区,-21.11,6.5,-2.78,1.1278
2026-04-24,012729,未知品种,3,5,✅高胜率区,-22.97,1.63,-2.6,1.361
2026-04-24,002207,未知品种,1,30,正常,-25.57,42.8,-2.16,2.951
2026-04-23,006328,未知品种,1,43,正常,-28.91,47.69,-2.96,0.9255
2026-04-24,021031,未知品种,3,2,✅高胜率区,-21.23,11.64,-2.95,1.7511
2026-04-24,021674,未知品种,3,12,✅高胜率区,-25.08,18.17,-2.93,1.5742
2026-04-24,008182,未知品种,1,32,正常,-25.52,37.74,-2.41,0.9098
2026-04-24,001770,未知品种,3,1,✅高胜率区,-21.28,28.38,-2.4,2.145
2026-04-24,020635,未知品种,3,2,✅高胜率区,-20.21,5.47,-3.04,1.6014
2026-04-24,018558,未知品种,3,2,✅高胜率区,-20.82,4.59,-2.88,1.2031
