date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2026-04-13,012729,未知品种,1,1,正常,-21.59,49.63,-0.9,1.3853
2026-04-13,002207,未知品种,1,21,🚩高风险(陷阱),-25.95,60.34,-0.15,2.936
2026-04-13,003305,未知品种,1,1,🚩高风险(陷阱),-20.06,82.3,1.81,5.194
2026-04-13,013466,未知品种,1,22,🚩高风险(陷阱),-22.67,91.23,4.02,1.1341
2026-04-10,006328,未知品种,1,34,正常,-29.24,54.92,1.28,0.9212
2026-04-13,021031,未知品种,3,1,✅高胜率区,-20.15,11.22,-1.78,1.7751
2026-04-13,015039,未知品种,1,8,🚩高风险(陷阱),-20.78,88.44,2.35,0.4979
2026-04-13,021674,未知品种,1,3,🚩高风险(陷阱),-22.25,58.85,-0.14,1.6337
2026-04-13,008182,未知品种,1,23,🚩高风险(陷阱),-25.68,63.68,0.93,0.9079
2026-04-13,001770,未知品种,1,17,🚩高风险(陷阱),-22.17,58.49,0.51,2.121
