date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2026-05-15,010655,未知品种,3,1,✅高胜率区,-20.69,3.85,-3.37,0.9509
2026-05-14,006328,未知品种,1,55,🚩高风险(陷阱),-28.34,58.48,-0.05,0.9329
2026-05-15,004433,未知品种,5,1,🔥极高胜率(背离),-20.02,9.56,-5.47,1.94
2026-05-15,021031,未知品种,3,14,✅高胜率区,-27.92,0.0,-3.8,1.6025
2026-05-15,020398,未知品种,3,4,✅高胜率区,-25.76,2.57,-4.88,1.5126
2026-05-15,021674,未知品种,7,24,🔥极高胜率(背离),-30.28,13.06,-6.81,1.4649
2026-05-15,018168,未知品种,5,1,🔥极高胜率(背离),-20.47,9.62,-5.86,1.91
2026-05-15,016708,未知品种,5,1,🔥极高胜率(背离),-20.34,10.16,-5.65,1.8903
2026-05-15,018558,未知品种,3,14,✅高胜率区,-25.62,2.32,-3.37,1.1301
2026-05-15,012729,未知品种,5,4,🔥极高胜率(背离),-23.17,25.18,-2.72,1.3575
2026-05-15,019599,未知品种,3,14,✅高胜率区,-25.99,2.4,-3.19,1.0581
2026-05-15,020635,未知品种,3,14,✅高胜率区,-25.44,1.1,-3.55,1.4964
2026-05-15,002207,未知品种,5,42,🔥极高胜率(背离),-29.66,15.85,-7.16,2.789
