date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2026-05-18,011068,未知品种,5,1,🔥极高胜率(背离),-20.42,1.19,-5.71,5.553
2026-05-18,010655,未知品种,3,2,✅高胜率区,-22.68,3.59,-4.63,0.927
2026-05-14,006328,未知品种,1,55,🚩高风险(陷阱),-28.34,58.48,-0.05,0.9329
2026-05-18,004433,未知品种,5,2,🔥极高胜率(背离),-21.19,7.96,-5.47,1.9117
2026-05-18,021031,未知品种,5,15,🔥极高胜率(背离),-29.89,0.0,-5.07,1.5587
2026-05-18,020398,未知品种,5,5,🔥极高胜率(背离),-28.03,2.36,-6.12,1.4663
2026-05-18,021674,未知品种,5,25,🔥极高胜率(背离),-31.47,0.0,-6.4,1.4399
2026-05-18,018168,未知品种,5,2,🔥极高胜率(背离),-21.54,6.22,-5.68,1.8844
2026-05-18,016708,未知品种,5,2,🔥极高胜率(背离),-21.44,5.48,-5.55,1.8641
2026-05-18,018558,未知品种,3,15,✅高胜率区,-27.48,2.03,-4.64,1.1018
2026-05-18,012729,未知品种,3,5,✅高胜率区,-24.48,12.43,-3.23,1.3343
2026-05-18,019599,未知品种,3,15,✅高胜率区,-27.72,2.16,-4.36,1.0333
2026-05-18,020635,未知品种,3,15,✅高胜率区,-27.3,0.99,-4.74,1.459
2026-05-15,011584,未知品种,3,1,✅高胜率区,-21.19,0.0,-3.87,1.0719
2026-05-18,010827,未知品种,3,1,✅高胜率区,-20.44,5.7,-3.52,2.4005
2026-05-18,002207,未知品种,5,43,🔥极高胜率(背离),-30.79,0.0,-6.64,2.744
