date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2026-05-27,008987,未知品种,3,2,✅高胜率区,-21.03,31.44,-0.89,2.0672
2026-05-27,004433,未知品种,1,1,正常,-21.2,54.63,-0.21,1.9114
2026-05-27,019599,未知品种,3,22,✅高胜率区,-28.55,39.55,-1.0,1.0214
2026-05-26,006328,未知品种,3,63,✅高胜率区,-32.37,25.67,-1.16,0.8805
2026-05-27,011068,未知品种,1,1,正常,-21.05,51.38,-0.31,5.509
2026-05-27,002207,未知品种,1,50,正常,-32.89,44.42,-1.04,2.661
2026-05-27,014662,未知品种,3,7,✅高胜率区,-21.35,31.42,-0.88,2.1872
2026-05-27,020635,未知品种,1,22,正常,-27.71,50.48,-0.86,1.4508
2026-05-26,011584,未知品种,1,8,🚩高风险(陷阱),-21.99,57.56,1.56,1.061
2026-05-27,001301,未知品种,5,5,🔥极高胜率(背离),-24.31,10.2,-2.9,2.917
2026-05-27,021031,未知品种,3,22,✅高胜率区,-30.95,39.73,-1.3,1.535
2026-05-27,018168,未知品种,1,1,正常,-22.21,52.61,-0.33,1.8682
2026-05-27,012729,未知品种,3,12,✅高胜率区,-29.46,0.0,-2.89,1.2463
2026-05-27,009478,未知品种,3,1,✅高胜率区,-20.49,31.16,-0.85,2.1667
2026-05-27,016708,未知品种,1,1,正常,-22.05,51.58,-0.4,1.8497
2026-05-27,009034,未知品种,3,2,✅高胜率区,-20.95,31.39,-0.87,2.2669
2026-05-27,021674,未知品种,1,32,正常,-33.16,45.68,-0.35,1.4043
2026-05-27,010655,未知品种,1,9,正常,-23.25,43.27,-0.84,0.9201
2026-05-27,010827,未知品种,5,8,🔥极高胜率(背离),-26.11,11.38,-2.31,2.2294
2026-05-27,018558,未知品种,3,22,✅高胜率区,-28.27,40.14,-0.97,1.0898
2026-05-27,009505,未知品种,3,1,✅高胜率区,-20.86,31.53,-0.88,2.0621
2026-05-27,020398,未知品种,1,12,正常,-28.83,47.63,-1.39,1.4501
