date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2026-07-02,021031,未知品种,1,47,🚩高风险(陷阱),-33.33,74.16,5.76,1.4821
2026-07-02,016708,未知品种,3,8,✅高胜率区,-28.29,23.19,0.09,1.7015
2026-07-02,011068,未知品种,3,8,✅高胜率区,-28.09,27.88,0.85,5.018
2026-07-02,015290,未知品种,1,8,🚩高风险(陷阱),-21.33,56.56,1.38,1.5027
2026-07-02,020635,未知品种,1,47,🚩高风险(陷阱),-28.84,76.34,4.71,1.4281
2026-07-02,011117,未知品种,3,19,✅高胜率区,-24.22,33.03,-2.12,2.0073
2026-07-02,002207,未知品种,1,75,正常,-40.91,34.19,1.91,2.343
2026-07-02,012729,未知品种,1,37,🚩高风险(陷阱),-33.22,70.7,0.84,1.1798
2026-07-02,013010,未知品种,3,1,✅高胜率区,-21.19,30.97,-1.53,0.9359
2026-07-02,009478,未知品种,1,26,正常,-27.66,46.08,1.04,1.9713
2026-07-02,014662,未知品种,1,32,正常,-28.86,46.15,1.11,1.9786
2026-07-02,019599,未知品种,1,47,🚩高风险(陷阱),-29.62,75.08,4.41,1.0061
2026-07-02,004815,未知品种,1,8,正常,-22.52,47.28,1.76,1.7802
2026-07-02,009034,未知品种,1,27,正常,-28.48,46.1,1.1,2.051
2026-07-02,009505,未知品种,1,26,正常,-28.36,46.22,1.11,1.8667
2026-07-02,010827,未知品种,1,33,正常,-35.8,41.59,1.4,1.9371
2026-07-02,004235,未知品种,1,12,🚩高风险(陷阱),-22.76,74.19,2.37,3.9927
2026-07-02,016068,未知品种,1,25,正常,-23.18,53.13,4.38,1.2248
2026-07-02,008987,未知品种,1,27,正常,-28.62,46.48,1.17,1.8686
2026-07-02,018558,未知品种,1,47,🚩高风险(陷阱),-29.5,75.02,4.44,1.0712
2026-07-02,018168,未知品种,3,8,✅高胜率区,-26.13,22.47,0.03,1.7741
2026-07-02,001301,未知品种,1,30,正常,-31.76,45.36,1.64,2.63
2026-07-02,021674,未知品种,1,57,正常,-42.99,37.45,2.41,1.1979
2026-07-02,004433,未知品种,3,8,✅高胜率区,-26.58,21.39,0.07,1.7808
2026-07-02,020398,未知品种,1,37,🚩高风险(陷阱),-31.93,74.82,7.01,1.3869
2026-07-01,006328,未知品种,1,88,正常,-41.49,48.94,1.03,0.7617
2026-07-01,011584,未知品种,1,33,正常,-32.64,35.73,0.0,0.9162
