date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2026-07-06,021031,未知品种,1,49,🚩高风险(陷阱),-28.35,90.91,7.87,1.5928
2026-07-06,016708,未知品种,1,10,🚩高风险(陷阱),-27.78,70.37,0.56,1.7137
2026-07-06,011068,未知品种,1,10,🚩高风险(陷阱),-27.29,83.39,1.21,5.074
2026-07-06,020635,未知品种,1,49,🚩高风险(陷阱),-24.07,90.45,6.73,1.5239
2026-07-06,011117,未知品种,1,21,正常,-23.23,53.28,-0.56,2.0336
2026-07-06,002207,未知品种,1,77,🚩高风险(陷阱),-39.14,75.44,3.1,2.413
2026-07-06,012729,未知品种,1,39,🚩高风险(陷阱),-33.3,83.95,0.26,1.1785
2026-07-06,013010,未知品种,1,3,🚩高风险(陷阱),-20.22,57.75,-0.24,0.9475
2026-07-06,009478,未知品种,1,28,🚩高风险(陷阱),-26.27,67.93,1.8,2.0092
2026-07-06,014662,未知品种,1,34,🚩高风险(陷阱),-27.39,68.45,1.93,2.0194
2026-07-06,019599,未知品种,1,49,🚩高风险(陷阱),-25.1,89.51,6.44,1.0707
2026-07-06,009034,未知品种,1,29,🚩高风险(陷阱),-27.01,68.55,1.92,2.0932
2026-07-06,009505,未知品种,1,28,🚩高风险(陷阱),-26.88,68.49,1.94,1.9054
2026-07-06,010827,未知品种,1,35,🚩高风险(陷阱),-34.58,86.76,1.91,1.9737
2026-07-06,004235,未知品种,1,14,🚩高风险(陷阱),-20.65,86.85,2.95,4.1015
2026-07-06,016068,未知品种,1,1,🚩高风险(陷阱),-22.92,74.81,1.76,1.229
2026-07-06,008987,未知品种,1,29,🚩高风险(陷阱),-27.13,68.7,1.98,1.9076
2026-07-06,018558,未知品种,1,49,🚩高风险(陷阱),-24.79,89.75,6.59,1.1427
2026-07-06,018168,未知品种,1,10,🚩高风险(陷阱),-26.44,60.49,-0.23,1.7666
2026-07-06,001301,未知品种,3,32,✅高胜率区,-30.64,0.0,2.0,2.673
2026-07-06,021674,未知品种,1,59,🚩高风险(陷阱),-39.81,82.74,5.21,1.2646
2026-07-06,004433,未知品种,1,10,🚩高风险(陷阱),-26.7,61.73,-0.03,1.778
2026-07-06,016371,未知品种,5,1,🔥极高胜率(背离),-21.6,19.63,-9.46,2.9435
2026-07-06,020398,未知品种,1,39,🚩高风险(陷阱),-26.87,91.83,8.12,1.49
2026-07-03,006328,未知品种,1,90,🚩高风险(陷阱),-40.63,68.68,2.05,0.7729
2026-07-03,011584,未知品种,1,35,🚩高风险(陷阱),-31.75,59.15,1.55,0.9283
