date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2026-06-30,021031,未知品种,1,45,🚩高风险(陷阱),-36.94,65.88,1.92,1.4019
2026-06-30,016708,未知品种,3,6,✅高胜率区,-28.77,12.58,-2.46,1.6903
2026-06-30,011068,未知品种,3,6,✅高胜率区,-29.03,13.71,-1.98,4.952
2026-06-30,015290,未知品种,3,6,✅高胜率区,-22.54,23.64,-0.22,1.4797
2026-06-30,020635,未知品种,1,45,🚩高风险(陷阱),-31.9,72.98,2.27,1.3667
2026-06-30,011117,未知品种,1,17,正常,-21.4,51.53,1.31,2.082
2026-06-30,002207,未知品种,3,73,✅高胜率区,-42.95,7.14,-3.4,2.262
2026-06-30,012729,未知品种,1,35,🚩高风险(陷阱),-33.52,56.08,1.54,1.1746
2026-06-30,009478,未知品种,3,24,✅高胜率区,-28.39,23.57,-0.63,1.9513
2026-06-30,010655,未知品种,1,32,🚩高风险(陷阱),-20.51,87.86,4.8,0.953
2026-06-30,014662,未知品种,3,30,✅高胜率区,-29.65,23.46,-0.71,1.9565
2026-06-30,019599,未知品种,1,45,🚩高风险(陷阱),-32.55,71.16,1.96,0.9642
2026-06-30,004815,未知品种,3,6,✅高胜率区,-25.01,14.37,-2.4,1.7229
2026-06-30,009034,未知品种,3,25,✅高胜率区,-29.29,23.28,-0.74,2.0277
2026-06-30,009505,未知品种,3,24,✅高胜率区,-29.17,23.53,-0.71,1.8457
2026-06-30,010827,未知品种,3,31,✅高胜率区,-37.17,12.36,-1.56,1.8957
2026-06-30,004235,未知品种,1,10,正常,-24.9,39.15,0.5,3.882
2026-06-30,016068,未知品种,1,23,正常,-26.08,37.97,0.83,1.1786
2026-06-30,008987,未知品种,3,25,✅高胜率区,-29.48,23.72,-0.74,1.846
2026-06-30,018558,未知品种,1,45,🚩高风险(陷阱),-32.4,71.46,2.07,1.0271
2026-06-30,001770,未知品种,1,3,正常,-20.18,32.45,0.25,2.175
2026-06-30,018168,未知品种,3,6,✅高胜率区,-26.7,10.58,-2.6,1.7605
2026-06-30,001301,未知品种,3,28,✅高胜率区,-33.29,9.9,-1.17,2.571
2026-06-30,021674,未知品种,3,55,✅高胜率区,-45.17,7.25,-3.36,1.152
2026-06-30,004433,未知品种,3,6,✅高胜率区,-27.19,8.42,-2.72,1.7661
2026-06-30,020398,未知品种,1,35,🚩高风险(陷阱),-36.06,68.52,3.15,1.3027
2026-06-29,006328,未知品种,3,86,✅高胜率区,-42.24,26.73,-1.02,0.752
2026-06-29,011584,未知品种,3,31,✅高胜率区,-32.95,19.03,-1.51,0.912
