date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2026-03-20,021031,未知品种,1,21,正常,-26.78,45.84,-1.58,1.6278
2026-03-20,002207,未知品种,5,6,🔥极高胜率(背离),-28.7,3.2,-5.5,2.827
2026-03-20,018558,未知品种,1,15,正常,-24.51,40.45,-1.86,1.147
2026-03-20,011068,未知品种,5,2,🔥极高胜率(背离),-22.16,0.0,-6.14,5.432
2026-03-20,021674,未知品种,5,2,🔥极高胜率(背离),-25.76,0.73,-5.74,1.5598
2026-03-20,010655,未知品种,5,1,🔥极高胜率(背离),-20.19,25.27,-2.78,0.9568
2026-03-20,019599,未知品种,1,15,正常,-24.48,40.63,-1.81,1.0797
2026-03-20,008182,未知品种,3,8,✅高胜率区,-28.55,14.37,-3.01,0.8728
2026-03-20,014243,未知品种,3,2,✅高胜率区,-20.45,17.66,-2.35,1.9046
2026-03-20,001770,未知品种,3,2,✅高胜率区,-23.93,10.71,-3.83,2.073
2026-03-20,003305,未知品种,5,2,🔥极高胜率(背离),-24.52,0.0,-5.86,4.904
2026-03-20,013466,未知品种,3,7,✅高胜率区,-25.0,17.25,-3.3,1.0999
2026-03-20,018168,未知品种,5,2,🔥极高胜率(背离),-24.58,0.0,-6.27,1.8114
2026-03-20,012729,未知品种,3,1,✅高胜率区,-21.36,9.86,-3.91,1.3894
2026-03-20,004433,未知品种,5,2,🔥极高胜率(背离),-24.29,0.0,-6.27,1.8365
2026-03-20,020635,未知品种,1,15,正常,-24.11,42.34,-1.79,1.5232
2026-03-20,020398,未知品种,1,19,正常,-24.33,53.83,-1.08,1.5417
2026-03-19,006328,未知品种,1,19,正常,-26.8,31.75,-2.46,0.953
2026-03-20,016708,未知品种,5,2,🔥极高胜率(背离),-24.62,0.0,-6.32,1.7887
