date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2026-03-30,013466,未知品种,1,13,正常,-27.05,37.21,-0.18,1.0698
2026-03-30,018558,未知品种,1,21,🚩高风险(陷阱),-22.11,61.28,2.81,1.1834
2026-03-30,021031,未知品种,1,27,🚩高风险(陷阱),-22.65,68.13,4.61,1.7196
2026-03-30,019599,未知品种,1,21,🚩高风险(陷阱),-22.35,59.95,2.81,1.1101
2026-03-30,016708,未知品种,1,8,🚩高风险(陷阱),-21.32,63.54,3.88,1.8669
2026-03-30,001770,未知品种,1,8,正常,-23.6,52.0,1.54,2.082
2026-03-30,003305,未知品种,1,8,🚩高风险(陷阱),-22.78,57.95,2.39,5.017
2026-03-30,021674,未知品种,1,8,🚩高风险(陷阱),-23.67,56.7,4.27,1.6038
2026-03-30,004433,未知品种,1,8,🚩高风险(陷阱),-21.21,62.5,3.82,1.9112
2026-03-30,012729,未知品种,1,7,正常,-23.05,41.76,0.15,1.3595
2026-03-30,010214,未知品种,1,3,正常,-21.0,32.9,-1.18,0.9023
2026-03-30,014143,未知品种,1,3,正常,-20.44,34.89,-0.22,8.1181
2026-03-30,018168,未知品种,1,8,🚩高风险(陷阱),-21.57,61.83,3.74,1.8837
2026-03-30,002207,未知品种,1,12,正常,-27.34,54.8,4.64,2.881
2026-03-30,008182,未知品种,1,14,正常,-27.99,53.65,1.57,0.8797
2026-03-30,014243,未知品种,1,8,正常,-20.6,48.85,1.03,1.9009
2026-03-30,015642,未知品种,3,1,✅高胜率区,-20.38,7.66,-4.38,1.798
2026-03-27,006328,未知品种,1,25,正常,-29.6,34.17,-0.45,0.9166
2026-03-30,020635,未知品种,1,21,🚩高风险(陷阱),-21.22,63.45,3.22,1.5811
