date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2026-03-23,011584,未知品种,5,1,🔥极高胜率(背离),-21.48,3.47,-6.64,1.068
2026-03-24,013466,未知品种,3,9,✅高胜率区,-27.09,18.9,-3.23,1.0692
2026-03-24,018558,未知品种,1,17,正常,-24.71,38.04,-1.02,1.144
2026-03-24,021031,未知品种,1,23,正常,-27.1,39.76,-1.15,1.6206
2026-03-24,019599,未知品种,1,17,正常,-24.92,36.96,-1.21,1.0734
2026-03-24,009034,未知品种,5,2,🔥极高胜率(背离),-21.16,16.83,-6.12,2.2609
2026-03-24,009505,未知品种,5,2,🔥极高胜率(背离),-21.17,17.37,-6.1,2.0542
2026-03-24,016708,未知品种,3,4,✅高胜率区,-25.66,16.74,-3.2,1.764
2026-03-24,001770,未知品种,3,4,✅高胜率区,-26.53,14.95,-3.9,2.002
2026-03-24,003305,未知品种,3,4,✅高胜率区,-25.57,16.15,-3.07,4.836
2026-03-24,008987,未知品种,5,2,🔥极高胜率(背离),-21.26,17.1,-6.16,2.0612
2026-03-24,021674,未知品种,3,4,✅高胜率区,-27.56,21.59,-3.8,1.522
2026-03-24,014662,未知品种,5,2,🔥极高胜率(背离),-21.64,17.0,-6.13,2.1792
2026-03-24,009478,未知品种,5,2,🔥极高胜率(背离),-20.6,18.08,-5.71,2.1635
2026-03-24,004433,未知品种,3,4,✅高胜率区,-25.44,16.72,-3.26,1.8085
2026-03-24,020398,未知品种,1,21,正常,-24.34,45.84,-0.67,1.5415
2026-03-24,012729,未知品种,3,3,✅高胜率区,-23.44,21.15,-3.62,1.3526
2026-03-24,014143,未知品种,3,2,✅高胜率区,-20.17,25.72,-3.45,8.1451
2026-03-24,018168,未知品种,3,4,✅高胜率区,-25.7,17.59,-3.25,1.7845
2026-03-24,002207,未知品种,5,8,🔥极高胜率(背离),-31.68,17.32,-5.11,2.709
2026-03-24,008182,未知品种,3,10,✅高胜率区,-30.75,20.55,-3.19,0.8459
2026-03-24,014243,未知品种,3,4,✅高胜率区,-22.94,19.33,-3.02,1.845
2026-03-24,010655,未知品种,1,3,正常,-20.28,33.86,-1.1,0.9558
2026-03-24,011068,未知品种,3,4,✅高胜率区,-22.14,18.36,-2.11,5.433
2026-03-23,006328,未知品种,5,21,🔥极高胜率(背离),-30.72,18.41,-5.79,0.902
2026-03-24,020635,未知品种,1,17,正常,-24.19,39.87,-0.9,1.5216
