date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2026-03-13,021031,未知品种,1,16,正常,-27.33,54.12,-2.48,1.6156
2026-03-13,002207,未知品种,3,1,✅高胜率区,-20.76,12.66,-3.65,3.142
2026-03-13,018558,未知品种,1,10,正常,-24.33,50.79,-2.5,1.1497
2026-03-13,012429,未知品种,1,1,🚩高风险(陷阱),-20.22,61.62,0.03,1.0716
2026-03-13,019599,未知品种,1,10,正常,-24.32,51.2,-2.44,1.0819
2026-03-13,008182,未知品种,3,3,✅高胜率区,-24.17,35.6,-3.18,0.9264
2026-03-13,013466,未知品种,3,2,✅高胜率区,-21.1,39.24,-1.4,1.157
2026-03-13,020635,未知品种,1,10,正常,-24.25,48.84,-2.82,1.5203
2026-03-13,020398,未知品种,1,14,🚩高风险(陷阱),-25.88,58.16,-2.33,1.5102
2026-03-12,006328,未知品种,1,14,🚩高风险(陷阱),-25.45,65.67,0.86,0.9706
