date,fund_code,名称,评分,持续天数,风险预警,回撤%,RSI,BIAS,price
2026-03-25,013466,未知品种,1,10,正常,-25.85,32.65,-0.85,1.0874
2026-03-25,018558,未知品种,1,18,正常,-24.09,40.86,0.19,1.1534
2026-03-25,021031,未知品种,1,24,正常,-26.4,42.59,0.14,1.6363
2026-03-25,019599,未知品种,1,18,正常,-24.31,39.93,0.01,1.082
2026-03-25,016708,未知品种,1,5,正常,-23.45,31.66,0.79,1.8165
2026-03-25,001770,未知品种,1,5,正常,-23.49,39.06,0.64,2.085
2026-03-25,003305,未知品种,1,5,正常,-23.52,31.7,0.59,4.969
2026-03-25,021674,未知品种,1,5,正常,-25.5,31.67,0.2,1.5654
2026-03-25,004433,未知品种,1,5,正常,-23.28,31.24,0.68,1.8608
2026-03-25,020398,未知品种,1,22,正常,-23.87,44.48,0.19,1.5511
2026-03-25,012729,未知品种,1,4,正常,-21.69,33.26,-0.56,1.3836
2026-03-25,018168,未知品种,1,5,正常,-23.45,32.03,0.8,1.8385
2026-03-25,002207,未知品种,3,9,✅高胜率区,-29.84,26.29,-1.07,2.782
2026-03-25,008182,未知品种,1,11,正常,-27.75,45.43,1.24,0.8826
2026-03-25,014243,未知品种,1,5,正常,-20.17,44.53,0.69,1.9111
2026-03-25,011068,未知品种,3,5,✅高胜率区,-20.77,29.81,0.68,5.529
2026-03-24,006328,未知品种,3,22,✅高胜率区,-29.12,19.84,-2.45,0.9228
2026-03-25,020635,未知品种,1,18,正常,-23.76,40.76,0.07,1.5302
