代码,代码,名称,类型,成立日期,基金经理,公司名称,基金简称,基金类型,发行时间,估值日期,估值涨幅,累计净值,单位净值,申购净值,申购报价,净值日期,申购状态,赎回状态,费率,申购步长
013604,013604,易方达均衡优选一年持有混合C,未知,未知,未知,未知,易方达均衡优选一年持有混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011036,011036,嘉实中证稀土产业ETF联接C,未知,未知,未知,未知,嘉实中证稀土产业ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019034,019034,易方达高端制造混合发起式C,未知,未知,未知,未知,易方达高端制造混合发起式C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
002316,002316,创金合信中证500指数增强C,未知,未知,未知,未知,创金合信中证500指数增强C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013620,013620,华安媒体互联网混合C,未知,未知,未知,未知,华安媒体互联网混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015056,015056,百嘉百盛混合,未知,未知,未知,未知,百嘉百盛混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
011042,011042,国泰价值先锋股票A,未知,未知,未知,未知,国泰价值先锋股票A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
019035,019035,易方达全球医药行业混合发起式(QDII)C(人民币),未知,未知,未知,未知,易方达全球医药行业混合发起式,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
002611,002611,博时黄金ETF联接C,未知,未知,未知,未知,博时黄金ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013622,013622,华安智能装备主题股票C,未知,未知,未知,未知,华安智能装备主题股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011043,011043,国泰价值先锋股票C,未知,未知,未知,未知,国泰价值先锋股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
002903,002903,广发中证500ETF联接C,未知,未知,未知,未知,广发中证500ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019053,019053,华商元亨混合C,未知,未知,未知,未知,华商元亨混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015079,015079,永赢成长远航一年持有混合A,未知,未知,未知,未知,永赢成长远航一年持有混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
013637,013637,国投瑞银策略回报混合C,未知,未知,未知,未知,国投瑞银策略回报混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011056,011056,博时汇兴回报一年持有期混合,未知,未知,未知,未知,博时汇兴回报一年持有期混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
015080,015080,永赢成长远航一年持有混合C,未知,未知,未知,未知,永赢成长远航一年持有混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
002963,002963,易方达黄金ETF联接C,未知,未知,未知,未知,易方达黄金ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013640,013640,光大中证500指数增强C,未知,未知,未知,未知,光大中证500指数增强C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011114,011114,富国沪港深行业精选混合C,未知,未知,未知,未知,富国沪港深行业精选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015096,015096,东财数字经济A,未知,未知,未知,未知,东财数字经济A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
002974,002974,广发信息技术联接C,未知,未知,未知,未知,广发信息技术联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019072,019072,嘉实国证通信ETF发起联接C,未知,未知,未知,未知,嘉实国证通信ETF发起联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013644,013644,汇添富优质精选一年持有混合(FOF)C,未知,未知,未知,未知,汇添富优质精选一年持有混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011120,011120,富国创新科技混合C,未知,未知,未知,未知,富国创新科技混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015097,015097,东财数字经济C,未知,未知,未知,未知,东财数字经济C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
003070,003070,光大创业板量化优选C,未知,未知,未知,未知,光大创业板量化优选C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019087,019087,工银中证稀有金属主题ETF发起式联接A,未知,未知,未知,未知,工银中证稀有金属主题ETF发起式联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
013681,013681,华安品质甄选混合C,未知,未知,未知,未知,华安品质甄选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015143,015143,中欧智能制造混合A,未知,未知,未知,未知,中欧智能制造混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
019088,019088,工银中证稀有金属主题ETF发起式联接C,未知,未知,未知,未知,工银中证稀有金属主题ETF发起式联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011122,011122,汇添富ESG可持续成长股票A,未知,未知,未知,未知,汇添富ESG可持续成长股票A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
003578,003578,中金中证500指数增强C,未知,未知,未知,未知,中金中证500指数增强C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019071,019071,嘉实国证通信ETF发起联接A,未知,未知,未知,未知,嘉实国证通信ETF发起联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
011123,011123,汇添富ESG可持续成长股票C,未知,未知,未知,未知,汇添富ESG可持续成长股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013772,013772,中加龙头精选混合C,未知,未知,未知,未知,中加龙头精选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015144,015144,中欧智能制造混合C,未知,未知,未知,未知,中欧智能制造混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013787,013787,交银智选星光混合(FOF-LOF)C,未知,未知,未知,未知,交银智选星光混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019092,019092,金鹰核心资源混合C,未知,未知,未知,未知,金鹰核心资源混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011126,011126,富国互联科技股票C,未知,未知,未知,未知,富国互联科技股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015152,015152,东吴嘉禾优势精选混合C,未知,未知,未知,未知,东吴嘉禾优势精选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019093,019093,金鹰科技创新股票C,未知,未知,未知,未知,金鹰科技创新股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
003761,003761,国泰中证500指数增强C,未知,未知,未知,未知,国泰中证500指数增强C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013811,013811,广发科创板50ETF发起联接C,未知,未知,未知,未知,广发科创板50ETF发起联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011144,011144,华安汇宏精选混合A,未知,未知,未知,未知,华安汇宏精选混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
015159,015159,申万菱信智能驱动股票C,未知,未知,未知,未知,申万菱信智能驱动股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
003766,003766,广发创业板ETF发起式联接C,未知,未知,未知,未知,广发创业板ETF发起式联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019119,019119,财通资管产业优选混合发起式A,未知,未知,未知,未知,财通资管产业优选混合发起式A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
013845,013845,中信建投睿选6个月持有混合(FOF)C,未知,未知,未知,未知,中信建投睿选6个月持有混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015170,015170,摩根核心成长股票C,未知,未知,未知,未知,摩根核心成长股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011145,011145,华安汇宏精选混合C,未知,未知,未知,未知,华安汇宏精选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019120,019120,财通资管产业优选混合发起式C,未知,未知,未知,未知,财通资管产业优选混合发起式C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
003865,003865,创金合信量化多因子股票C,未知,未知,未知,未知,创金合信量化多因子股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013881,013881,长信中证500指数增强C,未知,未知,未知,未知,长信中证500指数增强C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015198,015198,汇添富移动互联股票C,未知,未知,未知,未知,汇添富移动互联股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011170,011170,宝盈智慧生活混合A,未知,未知,未知,未知,宝盈智慧生活混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
004193,004193,招商中证500指数增强C,未知,未知,未知,未知,招商中证500指数增强C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019164,019164,汇添富中证细分有色金属产业主题ETF发起式联接A,未知,未知,未知,未知,汇添富中证细分有色金属产业主题ETF发起式联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
011171,011171,宝盈智慧生活混合C,未知,未知,未知,未知,宝盈智慧生活混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013891,013891,国泰睿毅三年持有期混合C,未知,未知,未知,未知,国泰睿毅三年持有期混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015271,015271,财通多策略升级混合(LOF)C,未知,未知,未知,未知,财通多策略升级混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
004195,004195,招商中证1000指数增强C,未知,未知,未知,未知,招商中证1000指数增强C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019165,019165,汇添富中证细分有色金属产业主题ETF发起式联接C,未知,未知,未知,未知,汇添富中证细分有色金属产业主题ETF发起式联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013894,013894,国联安上证科创50ETF联接C,未知,未知,未知,未知,国联安上证科创50ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011188,011188,信澳星奕混合A,未知,未知,未知,未知,信澳星奕混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
015289,015289,格林高股息优选混合A,未知,未知,未知,未知,格林高股息优选混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
019170,019170,天弘中证沪港深云计算产业ETF发起联接C,未知,未知,未知,未知,天弘中证沪港深云计算产业ETF发起联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
004231,004231,中欧行业成长混合(LOF)C,未知,未知,未知,未知,中欧行业成长混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013896,013896,宝盈成长精选混合C,未知,未知,未知,未知,宝盈成长精选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019171,019171,天弘中证沪港深云计算产业ETF发起联接A,未知,未知,未知,未知,天弘中证沪港深云计算产业ETF发起联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
015290,015290,格林高股息优选混合C,未知,未知,未知,未知,格林高股息优选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011196,011196,摩根优势成长混合A,未知,未知,未知,未知,摩根优势成长混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
004232,004232,中欧价值发现混合C,未知,未知,未知,未知,中欧价值发现混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013933,013933,工银睿智进取股票(FOF-LOF)C,未知,未知,未知,未知,工银睿智进取股票,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019189,019189,华商品质价值混合A,未知,未知,未知,未知,华商品质价值混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
015320,015320,长江新兴产业混合A,未知,未知,未知,未知,长江新兴产业混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
011197,011197,摩根优势成长混合C,未知,未知,未知,未知,摩根优势成长混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013954,013954,广发积极优势混合(FOF-LOF)C,未知,未知,未知,未知,广发积极优势混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
004234,004234,中欧数据挖掘多因子混合C,未知,未知,未知,未知,中欧数据挖掘多因子混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019190,019190,华商品质价值混合C,未知,未知,未知,未知,华商品质价值混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011223,011223,信澳星奕混合C,未知,未知,未知,未知,信澳星奕混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015321,015321,长江新兴产业混合C,未知,未知,未知,未知,长江新兴产业混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
004235,004235,中欧价值智选混合C,未知,未知,未知,未知,中欧价值智选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
013992,013992,中欧港股通精选一年持有混合C,未知,未知,未知,未知,中欧港股通精选一年持有混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011236,011236,摩根行业睿选股票A,未知,未知,未知,未知,摩根行业睿选股票A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
015336,015336,嘉实中证芯片产业指数发起式A,未知,未知,未知,未知,嘉实中证芯片产业指数发起式A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.10,10
019213,019213,华富物联世界灵活配置混合C,未知,未知,未知,未知,华富物联世界灵活配置混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
004237,004237,中欧新蓝筹混合C,未知,未知,未知,未知,中欧新蓝筹混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011237,011237,摩根行业睿选股票C,未知,未知,未知,未知,摩根行业睿选股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
003625,003625,创金合信资源股票发起式C,未知,未知,未知,未知,创金合信资源股票发起式C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015337,015337,嘉实中证芯片产业指数发起式C,未知,未知,未知,未知,嘉实中证芯片产业指数发起式C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014017,014017,中信建投品质优选一年持有C,未知,未知,未知,未知,中信建投品质优选一年持有C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019236,019236,广发国证通信ETF发起式联接A,未知,未知,未知,未知,广发国证通信ETF发起式联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
004241,004241,中欧时代先锋股票C,未知,未知,未知,未知,中欧时代先锋股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014063,014063,景顺长城专精特新量化优选股票C,未知,未知,未知,未知,景顺长城专精特新量化优选股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011269,011269,中银证券优势制造股票A,未知,未知,未知,未知,中银证券优势制造股票A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
015368,015368,国泰海通领航成长一年持有混合发起A,未知,未知,未知,未知,国泰海通领航成长一年持有混合发起A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
019237,019237,广发国证通信ETF发起式联接C,未知,未知,未知,未知,广发国证通信ETF发起式联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014113,014113,上银未来生活灵活配置混合C,未知,未知,未知,未知,上银未来生活灵活配置混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
004253,004253,国泰黄金ETF联接C,未知,未知,未知,未知,国泰黄金ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011270,011270,中银证券优势制造股票C,未知,未知,未知,未知,中银证券优势制造股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
004315,004315,前海开源沪港深新硬件C,未知,未知,未知,未知,前海开源沪港深新硬件C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
019239,019239,景顺长城创业板综指增强C,未知,未知,未知,未知,景顺长城创业板综指增强C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015369,015369,国泰海通领航成长一年持有混合发起C,未知,未知,未知,未知,国泰海通领航成长一年持有混合发起C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014126,014126,华夏中证1000指数增强C,未知,未知,未知,未知,华夏中证1000指数增强C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011300,011300,易方达智造优势混合A,未知,未知,未知,未知,易方达智造优势混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
015381,015381,东方兴瑞趋势领航混合A,未知,未知,未知,未知,东方兴瑞趋势领航混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
004343,004343,南方创业板ETF联接C,未知,未知,未知,未知,南方创业板ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014127,014127,融通核心价值混合C,未知,未知,未知,未知,融通核心价值混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019281,019281,华西优选成长一年持有混合A,未知,未知,未知,未知,华西优选成长一年持有混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
011301,011301,易方达智造优势混合C,未知,未知,未知,未知,易方达智造优势混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015382,015382,东方兴瑞趋势领航混合C,未知,未知,未知,未知,东方兴瑞趋势领航混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
004348,004348,南方中证500ETF联接(LOF)C,未知,未知,未知,未知,南方中证500ETF联接,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019318,019318,汇添富国证2000指数增强A,未知,未知,未知,未知,汇添富国证2000指数增强A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
011306,011306,富国低碳新经济混合C,未知,未知,未知,未知,富国低碳新经济混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
004409,004409,招商深证TMT50ETF联接C,未知,未知,未知,未知,招商深证TMT50ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015389,015389,宝盈转型动力混合C,未知,未知,未知,未知,宝盈转型动力混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019319,019319,汇添富国证2000指数增强C,未知,未知,未知,未知,汇添富国证2000指数增强C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014134,014134,工银中证500六个月持有指数增强C,未知,未知,未知,未知,工银中证500六个月持有指数增强C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011346,011346,淳厚鑫淳一年持有混合,未知,未知,未知,未知,淳厚鑫淳一年持有混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
015440,015440,信澳智选先锋一年持有期混合A,未知,未知,未知,未知,信澳智选先锋一年持有期混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
019330,019330,华泰柏瑞中证沪港深云计算产业ETF发起式联接A,未知,未知,未知,未知,华泰柏瑞中证沪港深云计算产业ETF发起式联接A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.12,10
004435,004435,博时逆向投资混合C,未知,未知,未知,未知,博时逆向投资混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014136,014136,中欧金安量化混合C,未知,未知,未知,未知,中欧金安量化混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011369,011369,华商均衡成长混合A,未知,未知,未知,未知,华商均衡成长混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
019331,019331,华泰柏瑞中证沪港深云计算产业ETF发起式联接C,未知,未知,未知,未知,华泰柏瑞中证沪港深云计算产业ETF发起式联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
004497,004497,前海开源多元策略混合C,未知,未知,未知,未知,前海开源多元策略混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015441,015441,信澳智选先锋一年持有期混合C,未知,未知,未知,未知,信澳智选先锋一年持有期混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014156,014156,国泰海通中证500指数增强C,未知,未知,未知,未知,国泰海通中证500指数增强C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011370,011370,华商均衡成长混合C,未知,未知,未知,未知,华商均衡成长混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015456,015456,信澳领先增长混合C,未知,未知,未知,未知,信澳领先增长混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019347,019347,富国匠心成长混合A,未知,未知,未知,未知,富国匠心成长混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
014162,014162,万家人工智能混合C,未知,未知,未知,未知,万家人工智能混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014130,014130,融通中证云计算与大数据主题指数(LOF)C,未知,未知,未知,未知,融通中证云计算与大数据主题指数,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011371,011371,华商远见价值A,未知,未知,未知,未知,华商远见价值A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
015485,015485,平安策略优选1年持有混合A,未知,未知,未知,未知,平安策略优选1年持有混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
004719,004719,景顺长城睿成混合C,未知,未知,未知,未知,景顺长城睿成混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019348,019348,富国匠心成长混合C,未知,未知,未知,未知,富国匠心成长混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014172,014172,富国中证工业4.0指数(LOF)C,未知,未知,未知,未知,富国中证工业4.0指数,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019367,019367,长城均衡成长混合A,未知,未知,未知,未知,长城均衡成长混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
015486,015486,平安策略优选1年持有混合C,未知,未知,未知,未知,平安策略优选1年持有混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011372,011372,华商远见价值C,未知,未知,未知,未知,华商远见价值C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
004744,004744,易方达创业板ETF联接C,未知,未知,未知,未知,易方达创业板ETF联接C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014173,014173,富国中证移动互联网指数(LOF)C,未知,未知,未知,未知,富国中证移动互联网指数,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015491,015491,博时科创主题灵活配置混合(LOF)C,未知,未知,未知,未知,博时科创主题灵活配置混合,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019368,019368,长城均衡成长混合C,未知,未知,未知,未知,长城均衡成长混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011377,011377,创金合信积极成长股票A,未知,未知,未知,未知,创金合信积极成长股票A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
004815,004815,中欧红利优享混合C,未知,未知,未知,未知,中欧红利优享混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014188,014188,华夏量化优选股票C,未知,未知,未知,未知,华夏量化优选股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011378,011378,创金合信积极成长股票C,未知,未知,未知,未知,创金合信积极成长股票C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019387,019387,中欧时代共赢混合发起A1,未知,未知,未知,未知,中欧时代共赢混合发起A1,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
015526,015526,大成动态量化配置策略混合C,未知,未知,未知,未知,大成动态量化配置策略混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
004870,004870,融通创业板指数C,未知,未知,未知,未知,融通创业板指数C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014202,014202,天弘中证1000指数增强C,未知,未知,未知,未知,天弘中证1000指数增强C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019392,019392,嘉实匠心严选混合A,未知,未知,未知,未知,嘉实匠心严选混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
011399,011399,汇添富数字未来混合A,未知,未知,未知,未知,汇添富数字未来混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
004875,004875,融通深证成份指数C,未知,未知,未知,未知,融通深证成份指数C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015527,015527,弘毅远方汽车产业升级混合A,未知,未知,未知,未知,弘毅远方汽车产业升级混合A,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.15,10
014208,014208,华安产业精选混合C,未知,未知,未知,未知,华安产业精选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
011412,011412,易方达远见成长混合C,未知,未知,未知,未知,易方达远见成长混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
015576,015576,宏利绩优混合C,未知,未知,未知,未知,宏利绩优混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
005198,005198,工银沪港深精选混合C,未知,未知,未知,未知,工银沪港深精选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
019393,019393,嘉实匠心严选混合C,未知,未知,未知,未知,嘉实匠心严选混合C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
014219,014219,汇添富中证科创创业50指数增强发起式C,未知,未知,未知,未知,汇添富中证科创创业50指数增强发起式C,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,0.00,10
